,ID,Acronym,Name,Parent Region,Layer,Ancestors,Graph Order
322,480149330,VISm5,"Medial visual area,layer 5",Cerebral cortex,5,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Isocortex', 'Retrosplenial area', 'Retrosplenial area, lateral agranular part', 'Medial visual area']",322
323,480149334,VISm6a,"Medial visual area, layer 6a",Cerebral cortex,6a,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Isocortex', 'Retrosplenial area', 'Retrosplenial area, lateral agranular part', 'Medial visual area']",323
324,480149338,VISm6b,"Medial visual area, layer 6b",Cerebral cortex,6b,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Isocortex', 'Retrosplenial area', 'Retrosplenial area, lateral agranular part', 'Medial visual area']",324
325,879,RSPd,"Retrosplenial area, dorsal part",Cerebral cortex,,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Isocortex', 'Retrosplenial area']",325
326,442,RSPd1,"Retrosplenial area, dorsal part, layer 1",Cerebral cortex,1,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Isocortex', 'Retrosplenial area', 'Retrosplenial area, dorsal part']",326
327,434,RSPd2/3,"Retrosplenial area, dorsal part, layer 2/3",Cerebral cortex,2/3,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Isocortex', 'Retrosplenial area', 'Retrosplenial area, dorsal part']",327
328,545,RSPd4,"Retrosplenial area, dorsal part, layer 4",Cerebral cortex,4,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Isocortex', 'Retrosplenial area', 'Retrosplenial area, dorsal part']",328
329,610,RSPd5,"Retrosplenial area, dorsal part, layer 5",Cerebral cortex,5,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Isocortex', 'Retrosplenial area', 'Retrosplenial area, dorsal part']",329
330,274,RSPd6a,"Retrosplenial area, dorsal part, layer 6a",Cerebral cortex,6a,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Isocortex', 'Retrosplenial area', 'Retrosplenial area, dorsal part']",330
331,330,RSPd6b,"Retrosplenial area, dorsal part, layer 6b",Cerebral cortex,6b,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Isocortex', 'Retrosplenial area', 'Retrosplenial area, dorsal part']",331
332,886,RSPv,"Retrosplenial area, ventral part",Cerebral cortex,,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Isocortex', 'Retrosplenial area']",332
333,542,RSPv1,"Retrosplenial area, ventral part, layer 1",Cerebral cortex,1,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Isocortex', 'Retrosplenial area', 'Retrosplenial area, ventral part']",333
334,606,RSPv2,"Retrosplenial area, ventral part, layer 2",Cerebral cortex,2,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Isocortex', 'Retrosplenial area', 'Retrosplenial area, ventral part']",334
335,430,RSPv2/3,"Retrosplenial area, ventral part, layer 2/3",Cerebral cortex,2/3,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Isocortex', 'Retrosplenial area', 'Retrosplenial area, ventral part']",335
336,687,RSPv5,"Retrosplenial area, ventral part, layer 5",Cerebral cortex,5,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Isocortex', 'Retrosplenial area', 'Retrosplenial area, ventral part']",336
337,590,RSPv6a,"Retrosplenial area, ventral part, layer 6a",Cerebral cortex,6a,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Isocortex', 'Retrosplenial area', 'Retrosplenial area, ventral part']",337
338,622,RSPv6b,"Retrosplenial area, ventral part, layer 6b",Cerebral cortex,6b,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Isocortex', 'Retrosplenial area', 'Retrosplenial area, ventral part']",338
339,22,PTLp,Posterior parietal association areas,Cerebral cortex,,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Isocortex']",339
340,532,PTLp1,"Posterior parietal association areas, layer 1",Cerebral cortex,1,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Isocortex', 'Posterior parietal association areas']",340
341,241,PTLp2/3,"Posterior parietal association areas, layer 2/3",Cerebral cortex,2/3,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Isocortex', 'Posterior parietal association areas']",341
342,635,PTLp4,"Posterior parietal association areas, layer 4",Cerebral cortex,4,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Isocortex', 'Posterior parietal association areas']",342
343,683,PTLp5,"Posterior parietal association areas, layer 5",Cerebral cortex,5,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Isocortex', 'Posterior parietal association areas']",343
344,308,PTLp6a,"Posterior parietal association areas, layer 6a",Cerebral cortex,6a,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Isocortex', 'Posterior parietal association areas']",344
345,340,PTLp6b,"Posterior parietal association areas, layer 6b",Cerebral cortex,6b,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Isocortex', 'Posterior parietal association areas']",345
346,312782546,VISa,Anterior area,Cerebral cortex,,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Isocortex', 'Posterior parietal association areas']",346
347,312782550,VISa1,"Anterior area, layer 1",Cerebral cortex,1,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Isocortex', 'Posterior parietal association areas', 'Anterior area']",347
348,312782554,VISa2/3,"Anterior area, layer 2/3",Cerebral cortex,2/3,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Isocortex', 'Posterior parietal association areas', 'Anterior area']",348
349,312782558,VISa4,"Anterior area, layer 4",Cerebral cortex,4,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Isocortex', 'Posterior parietal association areas', 'Anterior area']",349
350,312782562,VISa5,"Anterior area, layer 5",Cerebral cortex,5,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Isocortex', 'Posterior parietal association areas', 'Anterior area']",350
351,312782566,VISa6a,"Anterior area, layer 6a",Cerebral cortex,6a,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Isocortex', 'Posterior parietal association areas', 'Anterior area']",351
352,312782570,VISa6b,"Anterior area, layer 6b",Cerebral cortex,6b,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Isocortex', 'Posterior parietal association areas', 'Anterior area']",352
353,417,VISrl,Rostrolateral visual area,Cerebral cortex,,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Isocortex', 'Posterior parietal association areas']",353
354,312782604,VISrl1,"Rostrolateral area, layer 1",Cerebral cortex,1,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Isocortex', 'Posterior parietal association areas', 'Rostrolateral visual area']",354
355,312782608,VISrl2/3,"Rostrolateral area, layer 2/3",Cerebral cortex,2/3,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Isocortex', 'Posterior parietal association areas', 'Rostrolateral visual area']",355
356,312782612,VISrl4,"Rostrolateral area, layer 4",Cerebral cortex,4,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Isocortex', 'Posterior parietal association areas', 'Rostrolateral visual area']",356
357,312782616,VISrl5,"Rostrolateral area, layer 5",Cerebral cortex,5,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Isocortex', 'Posterior parietal association areas', 'Rostrolateral visual area']",357
358,312782620,VISrl6a,"Rostrolateral area, layer 6a",Cerebral cortex,6a,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Isocortex', 'Posterior parietal association areas', 'Rostrolateral visual area']",358
359,312782624,VISrl6b,"Rostrolateral area, layer 6b",Cerebral cortex,6b,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Isocortex', 'Posterior parietal association areas', 'Rostrolateral visual area']",359
360,541,TEa,Temporal association areas,Cerebral cortex,,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Isocortex']",360
361,97,TEa1,"Temporal association areas, layer 1",Cerebral cortex,1,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Isocortex', 'Temporal association areas']",361
362,1127,TEa2/3,"Temporal association areas, layer 2/3",Cerebral cortex,2/3,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Isocortex', 'Temporal association areas']",362
363,234,TEa4,"Temporal association areas, layer 4",Cerebral cortex,4,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Isocortex', 'Temporal association areas']",363
364,289,TEa5,"Temporal association areas, layer 5",Cerebral cortex,5,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Isocortex', 'Temporal association areas']",364
365,729,TEa6a,"Temporal association areas, layer 6a",Cerebral cortex,6a,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Isocortex', 'Temporal association areas']",365
366,786,TEa6b,"Temporal association areas, layer 6b",Cerebral cortex,6b,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Isocortex', 'Temporal association areas']",366
367,922,PERI,Perirhinal area,Cerebral cortex,,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Isocortex']",367
368,540,PERI1,"Perirhinal area, layer 1",Cerebral cortex,1,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Isocortex', 'Perirhinal area']",368
369,888,PERI2/3,"Perirhinal area, layer 2/3",Cerebral cortex,2/3,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Isocortex', 'Perirhinal area']",369
370,692,PERI5,"Perirhinal area, layer 5",Cerebral cortex,5,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Isocortex', 'Perirhinal area']",370
371,335,PERI6a,"Perirhinal area, layer 6a",Cerebral cortex,6a,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Isocortex', 'Perirhinal area']",371
372,368,PERI6b,"Perirhinal area, layer 6b",Cerebral cortex,6b,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Isocortex', 'Perirhinal area']",372
373,895,ECT,Ectorhinal area,Cerebral cortex,,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Isocortex']",373
374,836,ECT1,Ectorhinal area/Layer 1,Cerebral cortex,1,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Isocortex', 'Ectorhinal area']",374
375,427,ECT2/3,Ectorhinal area/Layer 2/3,Cerebral cortex,2/3,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Isocortex', 'Ectorhinal area']",375
376,988,ECT5,Ectorhinal area/Layer 5,Cerebral cortex,5,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Isocortex', 'Ectorhinal area']",376
377,977,ECT6a,Ectorhinal area/Layer 6a,Cerebral cortex,6a,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Isocortex', 'Ectorhinal area']",377
378,1045,ECT6b,Ectorhinal area/Layer 6b,Cerebral cortex,6b,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Isocortex', 'Ectorhinal area']",378
379,698,OLF,Olfactory areas,Cerebral cortex,,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate']",379
380,507,MOB,Main olfactory bulb,Cerebral cortex,,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Olfactory areas']",380
381,212,MOBgl,"Main olfactory bulb, glomerular layer",Cerebral cortex,,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Olfactory areas', 'Main olfactory bulb']",381
382,220,MOBgr,"Main olfactory bulb, granule layer",Cerebral cortex,,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Olfactory areas', 'Main olfactory bulb']",382
383,228,MOBipl,"Main olfactory bulb, inner plexiform layer",Cerebral cortex,,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Olfactory areas', 'Main olfactory bulb']",383
384,236,MOBmi,"Main olfactory bulb, mitral layer",Cerebral cortex,,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Olfactory areas', 'Main olfactory bulb']",384
385,244,MOBopl,"Main olfactory bulb, outer plexiform layer",Cerebral cortex,,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Olfactory areas', 'Main olfactory bulb']",385
386,151,AOB,Accessory olfactory bulb,Cerebral cortex,,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Olfactory areas']",386
387,188,AOBgl,"Accessory olfactory bulb, glomerular layer",Cerebral cortex,,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Olfactory areas', 'Accessory olfactory bulb']",387
388,196,AOBgr,"Accessory olfactory bulb, granular layer",Cerebral cortex,,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Olfactory areas', 'Accessory olfactory bulb']",388
389,204,AOBmi,"Accessory olfactory bulb, mitral layer",Cerebral cortex,,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Olfactory areas', 'Accessory olfactory bulb']",389
390,159,AON,Anterior olfactory nucleus,Cerebral cortex,,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Olfactory areas']",390
391,167,AONd,"Anterior olfactory nucleus, dorsal part",Cerebral cortex,,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Olfactory areas', 'Anterior olfactory nucleus']",391
392,175,AONe,"Anterior olfactory nucleus, external part",Cerebral cortex,,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Olfactory areas', 'Anterior olfactory nucleus']",392
393,183,AONl,"Anterior olfactory nucleus, lateral part",Cerebral cortex,,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Olfactory areas', 'Anterior olfactory nucleus']",393
394,191,AONm,"Anterior olfactory nucleus, medial part",Cerebral cortex,,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Olfactory areas', 'Anterior olfactory nucleus']",394
395,199,AONpv,"Anterior olfactory nucleus, posteroventral part",Cerebral cortex,,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Olfactory areas', 'Anterior olfactory nucleus']",395
396,160,AON1,"Anterior olfactory nucleus, layer 1",Cerebral cortex,1,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Olfactory areas', 'Anterior olfactory nucleus']",396
397,168,AON2,"Anterior olfactory nucleus, layer 2",Cerebral cortex,2,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Olfactory areas', 'Anterior olfactory nucleus']",397
398,589,TT,Taenia tecta,Cerebral cortex,,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Olfactory areas']",398
399,597,TTd,"Taenia tecta, dorsal part",Cerebral cortex,,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Olfactory areas', 'Taenia tecta']",399
400,297,TTd1-4,"Taenia tecta, dorsal part, layers 1-4",Cerebral cortex,,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Olfactory areas', 'Taenia tecta', 'Taenia tecta, dorsal part']",400
401,1034,TTd1,"Taenia tecta, dorsal part, layer 1",Cerebral cortex,1,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Olfactory areas', 'Taenia tecta', 'Taenia tecta, dorsal part']",401
402,1042,TTd2,"Taenia tecta, dorsal part, layer 2",Cerebral cortex,2,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Olfactory areas', 'Taenia tecta', 'Taenia tecta, dorsal part']",402
403,1050,TTd3,"Taenia tecta, dorsal part, layer 3",Cerebral cortex,3,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Olfactory areas', 'Taenia tecta', 'Taenia tecta, dorsal part']",403
404,1059,TTd4,"Taenia tecta, dorsal part, layer 4",Cerebral cortex,4,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Olfactory areas', 'Taenia tecta', 'Taenia tecta, dorsal part']",404
405,605,TTv,"Taenia tecta, ventral part",Cerebral cortex,,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Olfactory areas', 'Taenia tecta']",405
406,306,TTv1-3,"Taenia tecta, ventral part, layers 1-3",Cerebral cortex,,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Olfactory areas', 'Taenia tecta', 'Taenia tecta, ventral part']",406
407,1067,TTv1,"Taenia tecta, ventral part, layer 1",Cerebral cortex,1,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Olfactory areas', 'Taenia tecta', 'Taenia tecta, ventral part']",407
408,1075,TTv2,"Taenia tecta, ventral part, layer 2",Cerebral cortex,2,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Olfactory areas', 'Taenia tecta', 'Taenia tecta, ventral part']",408
409,1082,TTv3,"Taenia tecta, ventral part, layer 3",Cerebral cortex,3,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Olfactory areas', 'Taenia tecta', 'Taenia tecta, ventral part']",409
410,814,DP,Dorsal peduncular area,Cerebral cortex,,"['root', 'Basic cell groups and regions', 'Cerebrum', 'Cerebral cortex', 'Cortical plate', 'Olfactory areas']",410
